s,p,o,weight,model
ex:coin_35015,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35015,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35016,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35016,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35077,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35077,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35102,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35102,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35103,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35103,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35118,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35118,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35125,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35125,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35167,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35167,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35169,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35169,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35196,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35196,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35203,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35203,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35204,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35204,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35210,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35210,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35212,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35212,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35228,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35228,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35233,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35233,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35243,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35243,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35250,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35250,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35256,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35256,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35261,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35261,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35268,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35268,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35285,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_35285,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_36972,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_36972,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_36978,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_36978,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_36986,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_36986,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_36987,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_36987,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_36988,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_36988,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_41407,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_41407,nmo:hasPortrait,ex:person_156,1.0,
ex:coin_42924,nmo:hasIssuer,ex:issuer_48,1.0,
ex:coin_42924,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_795,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_795,nmo:hasPortrait,ex:person_4,1.0,
ex:issuer_52,ex:inPossibleIssuersOf,ex:person_4,1.0,
ex:issuer_52,ex:inPossibleIssuersOf,ex:person_5,1.0,
ex:issuer_52,ex:inPossibleIssuersOf,ex:person_107,1.0,
ex:issuer_52,ex:inPossibleIssuersOf,ex:person_108,1.0,
ex:issuer_52,ex:inPossibleIssuersOf,ex:person_109,1.0,
ex:issuer_52,ex:inPossibleIssuersOf,ex:person_153,1.0,
ex:issuer_52,ex:inPossibleIssuersOf,ex:person_154,1.0,
ex:issuer_52,ex:inPossibleIssuersOf,ex:person_169,1.0,
ex:issuer_52,ex:inPossibleIssuersOf,ex:person_185,1.0,
ex:person_5,ex:hasPossibleIssuers,ex:issuer_52,1.0,
ex:person_5,ex:hasPossibleIssuers,ex:issuer_53,1.0,
ex:person_108,ex:hasPossibleIssuers,ex:issuer_52,1.0,
ex:person_108,ex:hasPossibleIssuers,ex:issuer_53,1.0,
ex:person_109,ex:hasPossibleIssuers,ex:issuer_52,1.0,
ex:person_109,ex:hasPossibleIssuers,ex:issuer_53,1.0,
ex:person_109,ex:hasPossibleIssuers,ex:issuer_55,1.0,
ex:person_153,ex:hasPossibleIssuers,ex:issuer_52,1.0,
ex:person_169,ex:hasPossibleIssuers,ex:issuer_52,1.0,
ex:person_185,ex:hasPossibleIssuers,ex:issuer_52,1.0,
ex:coin_6567,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_6567,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_6718,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_6718,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_7620,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_7620,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_9081,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_9081,nmo:hasPortrait,ex:person_108,1.0,
ex:coin_10543,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_10543,nmo:hasPortrait,ex:person_107,1.0,
ex:coin_12593,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_12593,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_12636,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_12636,nmo:hasPortrait,ex:person_107,1.0,
ex:coin_14212,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_14212,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_15001,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_15001,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_15115,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_15115,nmo:hasPortrait,ex:person_107,1.0,
ex:coin_15118,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_15118,nmo:hasPortrait,ex:person_107,1.0,
ex:coin_16252,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_16252,nmo:hasPortrait,ex:person_107,1.0,
ex:coin_34976,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_34976,nmo:hasPortrait,ex:person_107,1.0,
ex:coin_34977,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_34977,nmo:hasPortrait,ex:person_107,1.0,
ex:coin_34978,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_34978,nmo:hasPortrait,ex:person_107,1.0,
ex:coin_34980,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_34980,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_35021,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35021,nmo:hasPortrait,ex:person_107,1.0,
ex:coin_35022,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35022,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_35023,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35023,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_35024,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35024,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_35025,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35025,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_35026,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35026,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_35027,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35027,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_35056,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35056,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35080,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35080,nmo:hasPortrait,ex:person_107,1.0,
ex:coin_35081,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35081,nmo:hasPortrait,ex:person_107,1.0,
ex:coin_35119,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35119,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35135,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35135,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35140,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35140,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_35145,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35145,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_35209,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35209,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_35217,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35217,nmo:hasPortrait,ex:person_107,1.0,
ex:coin_35220,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35220,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_35224,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35224,nmo:hasPortrait,ex:person_107,1.0,
ex:coin_35225,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35225,nmo:hasPortrait,ex:person_107,1.0,
ex:coin_35252,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35252,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_35278,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35278,nmo:hasPortrait,ex:person_107,1.0,
ex:coin_35293,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_35293,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_36973,nmo:hasIssuer,ex:issuer_52,1.0,
ex:coin_36973,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_1792,nmo:hasIssuer,ex:issuer_53,1.0,
ex:coin_1792,nmo:hasPortrait,ex:person_4,1.0,
ex:issuer_53,ex:inPossibleIssuersOf,ex:person_4,1.0,
ex:issuer_53,ex:inPossibleIssuersOf,ex:person_5,1.0,
ex:issuer_53,ex:inPossibleIssuersOf,ex:person_108,1.0,
ex:issuer_53,ex:inPossibleIssuersOf,ex:person_109,1.0,
ex:issuer_53,ex:inPossibleIssuersOf,ex:person_112,1.0,
ex:issuer_53,ex:inPossibleIssuersOf,ex:person_114,1.0,
ex:issuer_53,ex:inPossibleIssuersOf,ex:person_116,1.0,
ex:issuer_53,ex:inPossibleIssuersOf,ex:person_117,1.0,
ex:issuer_53,ex:inPossibleIssuersOf,ex:person_129,1.0,
ex:issuer_53,ex:inPossibleIssuersOf,ex:person_155,1.0,
ex:issuer_53,ex:inPossibleIssuersOf,ex:person_183,1.0,
ex:issuer_53,ex:inPossibleIssuersOf,ex:person_184,1.0,
ex:person_112,ex:hasPossibleIssuers,ex:issuer_53,1.0,
ex:person_114,ex:hasPossibleIssuers,ex:issuer_53,1.0,
ex:person_116,ex:hasPossibleIssuers,ex:issuer_53,1.0,
ex:person_117,ex:hasPossibleIssuers,ex:issuer_53,1.0,
ex:person_183,ex:hasPossibleIssuers,ex:issuer_53,1.0,
ex:person_184,ex:hasPossibleIssuers,ex:issuer_53,1.0,
ex:person_184,ex:hasPossibleIssuers,ex:issuer_55,1.0,
ex:coin_7490,nmo:hasIssuer,ex:issuer_53,1.0,
ex:coin_7490,nmo:hasPortrait,ex:person_112,1.0,
ex:coin_8432,nmo:hasIssuer,ex:issuer_53,1.0,
ex:coin_8432,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_8518,nmo:hasIssuer,ex:issuer_53,1.0,
ex:coin_8518,nmo:hasPortrait,ex:person_112,1.0,
ex:coin_8583,nmo:hasIssuer,ex:issuer_53,1.0,
ex:coin_8583,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_9277,nmo:hasIssuer,ex:issuer_53,1.0,
ex:coin_9277,nmo:hasPortrait,ex:person_112,1.0,
ex:coin_12758,nmo:hasIssuer,ex:issuer_53,1.0,
ex:coin_12758,nmo:hasPortrait,ex:person_108,1.0,
ex:coin_16622,nmo:hasIssuer,ex:issuer_53,1.0,
ex:coin_16622,nmo:hasPortrait,ex:person_112,1.0,
ex:coin_28104,nmo:hasIssuer,ex:issuer_53,1.0,
ex:coin_28104,nmo:hasPortrait,ex:person_109,1.0,
ex:coin_34981,nmo:hasIssuer,ex:issuer_53,1.0,
ex:coin_34981,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_35262,nmo:hasIssuer,ex:issuer_53,1.0,
ex:coin_35262,nmo:hasPortrait,ex:person_184,1.0,
ex:coin_40147,nmo:hasIssuer,ex:issuer_53,1.0,
ex:coin_40147,nmo:hasPortrait,ex:person_108,1.0,
ex:coin_41405,nmo:hasIssuer,ex:issuer_53,1.0,
ex:coin_41405,nmo:hasPortrait,ex:person_112,1.0,
ex:coin_796,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_796,nmo:hasPortrait,ex:person_7,1.0,
ex:person_7,ex:hasPossibleIssuers,ex:issuer_60,1.0,
ex:person_7,ex:hasPossibleIssuers,ex:issuer_63,1.0,
ex:person_7,ex:hasPossibleIssuers,ex:issuer_70,1.0,
ex:issuer_60,ex:inPossibleIssuersOf,ex:person_6,1.0,
ex:issuer_60,ex:inPossibleIssuersOf,ex:person_7,1.0,
ex:issuer_60,ex:inPossibleIssuersOf,ex:person_9,1.0,
ex:person_6,ex:hasPossibleIssuers,ex:issuer_60,1.0,
ex:person_6,ex:hasPossibleIssuers,ex:issuer_63,1.0,
ex:person_9,ex:hasPossibleIssuers,ex:issuer_60,1.0,
ex:person_9,ex:hasPossibleIssuers,ex:issuer_63,1.0,
ex:person_9,ex:hasPossibleIssuers,ex:issuer_288,1.0,
ex:coin_799,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_799,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_806,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_806,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_842,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_842,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_844,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_844,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_1161,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_1161,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_1202,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_1202,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_2895,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_2895,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_2896,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_2896,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_3158,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3158,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3263,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3263,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3264,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3264,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3265,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3265,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_3379,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3379,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3496,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3496,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_3497,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3497,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_3498,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3498,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_3499,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3499,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_3638,nmo:hasIssuer,ex:issuer_60,1.0,
