coin,portrait_person,issuer
ex:coin_11005,ex:person_41,ex:issuer_154
ex:coin_11006,ex:person_41,ex:issuer_131
ex:coin_11007,ex:person_41,ex:issuer_154
ex:coin_11008,ex:person_41,ex:issuer_131
ex:coin_11009,ex:person_41,ex:issuer_154
ex:coin_11010,ex:person_41,ex:issuer_131
ex:coin_11026,ex:person_41,ex:issuer_154
ex:coin_12117,ex:person_41,ex:issuer_131
ex:coin_12132,ex:person_40,ex:issuer_154
ex:coin_12133,ex:person_41,ex:issuer_131
ex:coin_12390,ex:person_40,ex:issuer_131
ex:coin_12391,ex:person_40,ex:issuer_154
ex:coin_12406,ex:person_40,ex:issuer_131
ex:coin_12407,ex:person_40,ex:issuer_154
ex:coin_12408,ex:person_41,ex:issuer_131
ex:coin_12409,ex:person_41,ex:issuer_154
ex:coin_12424,ex:person_40,ex:issuer_154
ex:coin_12475,ex:person_40,ex:issuer_154
ex:coin_12487,ex:person_41,ex:issuer_154
ex:coin_12488,ex:person_40,ex:issuer_131
ex:coin_13512,ex:person_40,ex:issuer_154
ex:coin_13724,ex:person_41,ex:issuer_131
ex:coin_13725,ex:person_41,ex:issuer_154
ex:coin_13726,ex:person_41,ex:issuer_131
ex:coin_13727,ex:person_40,ex:issuer_154
ex:coin_13901,ex:person_41,ex:issuer_131
ex:coin_13902,ex:person_41,ex:issuer_154
ex:coin_13903,ex:person_41,ex:issuer_131
ex:coin_13924,ex:person_40,ex:issuer_154
ex:coin_13939,ex:person_41,ex:issuer_154
ex:coin_13999,ex:person_40,ex:issuer_131
ex:coin_14000,ex:person_40,ex:issuer_154
ex:coin_14050,ex:person_40,ex:issuer_154
ex:coin_14052,ex:person_41,ex:issuer_154
ex:coin_14130,ex:person_41,ex:issuer_154
ex:coin_14131,ex:person_41,ex:issuer_131
ex:coin_14132,ex:person_41,ex:issuer_154
ex:coin_14137,ex:person_41,ex:issuer_131
ex:coin_14210,ex:person_41,ex:issuer_131
ex:coin_14341,ex:person_41,ex:issuer_131
ex:coin_14346,ex:person_40,ex:issuer_154
ex:coin_14347,ex:person_40,ex:issuer_131
ex:coin_14388,ex:person_41,ex:issuer_131
ex:coin_14392,ex:person_41,ex:issuer_154
ex:coin_14437,ex:person_41,ex:issuer_154
ex:coin_14926,ex:person_40,ex:issuer_154
ex:coin_14930,ex:person_41,ex:issuer_154
ex:coin_14959,ex:person_40,ex:issuer_154
ex:coin_14960,ex:person_40,ex:issuer_131
ex:coin_15161,ex:person_40,ex:issuer_154
ex:coin_15184,ex:person_41,ex:issuer_154
ex:coin_15185,ex:person_40,ex:issuer_131
ex:coin_15187,ex:person_41,ex:issuer_154
ex:coin_15202,ex:person_41,ex:issuer_154
ex:coin_15203,ex:person_41,ex:issuer_131
ex:coin_15205,ex:person_40,ex:issuer_154
ex:coin_15210,ex:person_41,ex:issuer_131
ex:coin_15261,ex:person_41,ex:issuer_154
ex:coin_15420,ex:person_41,ex:issuer_154
ex:coin_15469,ex:person_40,ex:issuer_131
ex:coin_15470,ex:person_40,ex:issuer_154
ex:coin_15471,ex:person_40,ex:issuer_131
ex:coin_15472,ex:person_40,ex:issuer_154
ex:coin_15473,ex:person_40,ex:issuer_131
ex:coin_15474,ex:person_40,ex:issuer_154
ex:coin_15475,ex:person_41,ex:issuer_131
ex:coin_15476,ex:person_41,ex:issuer_154
ex:coin_15477,ex:person_41,ex:issuer_131
ex:coin_15478,ex:person_41,ex:issuer_154
ex:coin_15479,ex:person_41,ex:issuer_131
ex:coin_15480,ex:person_41,ex:issuer_154
ex:coin_15540,ex:person_40,ex:issuer_154
ex:coin_15541,ex:person_40,ex:issuer_131
ex:coin_15542,ex:person_40,ex:issuer_154
ex:coin_15543,ex:person_40,ex:issuer_131
ex:coin_15544,ex:person_41,ex:issuer_154
ex:coin_15603,ex:person_40,ex:issuer_154
ex:coin_15611,ex:person_40,ex:issuer_154
ex:coin_15630,ex:person_41,ex:issuer_131
ex:coin_15633,ex:person_40,ex:issuer_154
ex:coin_15721,ex:person_40,ex:issuer_131
ex:coin_15792,ex:person_41,ex:issuer_154
ex:coin_15817,ex:person_41,ex:issuer_131
ex:coin_16321,ex:person_41,ex:issuer_154
ex:coin_16349,ex:person_41,ex:issuer_131
ex:coin_16378,ex:person_41,ex:issuer_154
ex:coin_16390,ex:person_40,ex:issuer_154
ex:coin_16403,ex:person_40,ex:issuer_154
ex:coin_16407,ex:person_40,ex:issuer_154
ex:coin_16607,ex:person_40,ex:issuer_131
ex:coin_16758,ex:person_41,ex:issuer_154
ex:coin_16781,ex:person_41,ex:issuer_131
ex:coin_16787,ex:person_41,ex:issuer_154
ex:coin_16808,ex:person_40,ex:issuer_154
ex:coin_16809,ex:person_41,ex:issuer_131
ex:coin_16813,ex:person_41,ex:issuer_154
ex:coin_16822,ex:person_40,ex:issuer_131
ex:coin_16824,ex:person_40,ex:issuer_131
ex:coin_16864,ex:person_40,ex:issuer_131
ex:coin_17209,ex:person_41,ex:issuer_131
ex:coin_17210,ex:person_41,ex:issuer_154
ex:coin_17257,ex:person_40,ex:issuer_154
ex:coin_17277,ex:person_41,ex:issuer_131
ex:coin_17289,ex:person_41,ex:issuer_154
ex:coin_17327,ex:person_40,ex:issuer_154
ex:coin_17350,ex:person_40,ex:issuer_131
ex:coin_17365,ex:person_41,ex:issuer_154
ex:coin_17372,ex:person_40,ex:issuer_131
ex:coin_17375,ex:person_40,ex:issuer_154
ex:coin_17389,ex:person_40,ex:issuer_154
ex:coin_17391,ex:person_40,ex:issuer_131
ex:coin_17420,ex:person_41,ex:issuer_131
ex:coin_17425,ex:person_40,ex:issuer_131
ex:coin_17427,ex:person_40,ex:issuer_131
ex:coin_17432,ex:person_41,ex:issuer_154
ex:coin_17453,ex:person_41,ex:issuer_154
ex:coin_17474,ex:person_40,ex:issuer_131
ex:coin_17475,ex:person_40,ex:issuer_154
ex:coin_17482,ex:person_40,ex:issuer_154
ex:coin_17488,ex:person_40,ex:issuer_131
ex:coin_17497,ex:person_41,ex:issuer_154
ex:coin_17498,ex:person_41,ex:issuer_131
ex:coin_17516,ex:person_41,ex:issuer_154
ex:coin_17529,ex:person_40,ex:issuer_154
ex:coin_17530,ex:person_40,ex:issuer_131
ex:coin_17536,ex:person_40,ex:issuer_131
ex:coin_17604,ex:person_41,ex:issuer_154
ex:coin_17635,ex:person_41,ex:issuer_154
ex:coin_17643,ex:person_41,ex:issuer_131
ex:coin_17652,ex:person_41,ex:issuer_154
ex:coin_17671,ex:person_40,ex:issuer_131
ex:coin_17672,ex:person_41,ex:issuer_154
ex:coin_17673,ex:person_41,ex:issuer_131
ex:coin_17674,ex:person_41,ex:issuer_154
ex:coin_17675,ex:person_41,ex:issuer_131
ex:coin_17676,ex:person_41,ex:issuer_154
ex:coin_17677,ex:person_41,ex:issuer_131
ex:coin_17678,ex:person_40,ex:issuer_154
ex:coin_17719,ex:person_40,ex:issuer_154
ex:coin_17720,ex:person_40,ex:issuer_131
ex:coin_17734,ex:person_40,ex:issuer_131
ex:coin_17746,ex:person_41,ex:issuer_154
ex:coin_18001,ex:person_41,ex:issuer_131
ex:coin_28371,ex:person_41,ex:issuer_154
ex:coin_28444,ex:person_40,ex:issuer_131
ex:coin_28485,ex:person_40,ex:issuer_154
ex:coin_28495,ex:person_41,ex:issuer_154
ex:coin_28496,ex:person_41,ex:issuer_131
ex:coin_28859,ex:person_40,ex:issuer_131
ex:coin_28879,ex:person_41,ex:issuer_154
ex:coin_28880,ex:person_41,ex:issuer_131
ex:coin_28898,ex:person_40,ex:issuer_131
ex:coin_28899,ex:person_41,ex:issuer_154
ex:coin_28900,ex:person_41,ex:issuer_131
ex:coin_28901,ex:person_41,ex:issuer_154
ex:coin_28989,ex:person_40,ex:issuer_154
ex:coin_28990,ex:person_40,ex:issuer_131
ex:coin_28991,ex:person_41,ex:issuer_154
ex:coin_29072,ex:person_40,ex:issuer_131
ex:coin_29216,ex:person_40,ex:issuer_154
ex:coin_29264,ex:person_40,ex:issuer_154
ex:coin_29532,ex:person_41,ex:issuer_154
ex:coin_29624,ex:person_41,ex:issuer_154
ex:coin_29681,ex:person_40,ex:issuer_131
ex:coin_29682,ex:person_41,ex:issuer_154
ex:coin_29831,ex:person_40,ex:issuer_154
ex:coin_29927,ex:person_41,ex:issuer_154
ex:coin_29997,ex:person_41,ex:issuer_154
ex:coin_30007,ex:person_40,ex:issuer_131
ex:coin_30010,ex:person_40,ex:issuer_154
ex:coin_30011,ex:person_40,ex:issuer_131
ex:coin_30014,ex:person_41,ex:issuer_154
ex:coin_30016,ex:person_41,ex:issuer_131
ex:coin_30017,ex:person_41,ex:issuer_154
ex:coin_30033,ex:person_40,ex:issuer_154
ex:coin_30034,ex:person_40,ex:issuer_131
ex:coin_30096,ex:person_40,ex:issuer_131
ex:coin_30107,ex:person_41,ex:issuer_131
ex:coin_30131,ex:person_40,ex:issuer_154
ex:coin_30143,ex:person_41,ex:issuer_154
ex:coin_30209,ex:person_41,ex:issuer_131
ex:coin_30255,ex:person_40,ex:issuer_154
ex:coin_30288,ex:person_41,ex:issuer_154
ex:coin_30294,ex:person_41,ex:issuer_154
ex:coin_30333,ex:person_40,ex:issuer_154
ex:coin_30341,ex:person_41,ex:issuer_154
ex:coin_30401,ex:person_40,ex:issuer_131
ex:coin_30436,ex:person_41,ex:issuer_154
ex:coin_30510,ex:person_41,ex:issuer_154
ex:coin_30723,ex:person_40,ex:issuer_154
ex:coin_30758,ex:person_40,ex:issuer_131
ex:coin_30866,ex:person_41,ex:issuer_154
ex:coin_30939,ex:person_40,ex:issuer_131
ex:coin_30959,ex:person_41,ex:issuer_131
ex:coin_31177,ex:person_40,ex:issuer_154
ex:coin_31181,ex:person_40,ex:issuer_154
ex:coin_31189,ex:person_40,ex:issuer_131
ex:coin_31190,ex:person_41,ex:issuer_154
ex:coin_31206,ex:person_40,ex:issuer_131
ex:coin_31207,ex:person_40,ex:issuer_154
ex:coin_31208,ex:person_40,ex:issuer_131
ex:coin_31223,ex:person_40,ex:issuer_154
ex:coin_31226,ex:person_41,ex:issuer_154
ex:coin_31229,ex:person_40,ex:issuer_131
ex:coin_31249,ex:person_41,ex:issuer_154
ex:coin_31269,ex:person_41,ex:issuer_154
ex:coin_31299,ex:person_41,ex:issuer_154
ex:coin_31354,ex:person_41,ex:issuer_131
ex:coin_31372,ex:person_40,ex:issuer_154
ex:coin_31395,ex:person_41,ex:issuer_154
ex:coin_31405,ex:person_40,ex:issuer_154
ex:coin_31427,ex:person_41,ex:issuer_131
ex:coin_31438,ex:person_40,ex:issuer_131
ex:coin_31445,ex:person_41,ex:issuer_154
ex:coin_31449,ex:person_40,ex:issuer_131
ex:coin_31491,ex:person_40,ex:issuer_154
ex:coin_31529,ex:person_41,ex:issuer_154
ex:coin_31534,ex:person_40,ex:issuer_131
ex:coin_31536,ex:person_40,ex:issuer_154
ex:coin_31579,ex:person_40,ex:issuer_131
ex:coin_31596,ex:person_41,ex:issuer_131
ex:coin_31609,ex:person_40,ex:issuer_154
ex:coin_31612,ex:person_40,ex:issuer_131
ex:coin_31655,ex:person_41,ex:issuer_154
ex:coin_31673,ex:person_40,ex:issuer_131
ex:coin_31815,ex:person_41,ex:issuer_154
ex:coin_31830,ex:person_40,ex:issuer_154
ex:coin_31867,ex:person_41,ex:issuer_154
ex:coin_31872,ex:person_40,ex:issuer_131
ex:coin_31884,ex:person_41,ex:issuer_154
ex:coin_31941,ex:person_40,ex:issuer_131
ex:coin_31979,ex:person_41,ex:issuer_154
ex:coin_31984,ex:person_40,ex:issuer_154
ex:coin_31985,ex:person_41,ex:issuer_131
ex:coin_32014,ex:person_40,ex:issuer_131
ex:coin_32073,ex:person_41,ex:issuer_154
ex:coin_32217,ex:person_40,ex:issuer_154
ex:coin_32344,ex:person_41,ex:issuer_154
ex:coin_32376,ex:person_40,ex:issuer_154
ex:coin_32402,ex:person_41,ex:issuer_131
ex:coin_32410,ex:person_40,ex:issuer_154
ex:coin_32445,ex:person_40,ex:issuer_154
ex:coin_32505,ex:person_41,ex:issuer_154
ex:coin_32553,ex:person_41,ex:issuer_131
ex:coin_32580,ex:person_40,ex:issuer_131
ex:coin_32655,ex:person_40,ex:issuer_131
ex:coin_32688,ex:person_40,ex:issuer_154
ex:coin_32743,ex:person_40,ex:issuer_131
ex:coin_32748,ex:person_41,ex:issuer_154
ex:coin_32753,ex:person_41,ex:issuer_131
ex:coin_32788,ex:person_41,ex:issuer_154
ex:coin_32799,ex:person_41,ex:issuer_154
ex:coin_32875,ex:person_41,ex:issuer_131
ex:coin_32886,ex:person_40,ex:issuer_154
ex:coin_32950,ex:person_41,ex:issuer_154
ex:coin_32951,ex:person_40,ex:issuer_131
ex:coin_33005,ex:person_41,ex:issuer_154
ex:coin_33015,ex:person_40,ex:issuer_131
ex:coin_33042,ex:person_40,ex:issuer_154
ex:coin_33076,ex:person_40,ex:issuer_131
ex:coin_33119,ex:person_40,ex:issuer_131
ex:coin_33157,ex:person_40,ex:issuer_131
ex:coin_33231,ex:person_41,ex:issuer_154
ex:coin_33252,ex:person_41,ex:issuer_131
ex:coin_33259,ex:person_41,ex:issuer_154
ex:coin_33386,ex:person_41,ex:issuer_154
ex:coin_33438,ex:person_40,ex:issuer_131
ex:coin_33456,ex:person_41,ex:issuer_131
ex:coin_33460,ex:person_41,ex:issuer_154
ex:coin_33517,ex:person_40,ex:issuer_131
ex:coin_33875,ex:person_40,ex:issuer_131
ex:coin_34385,ex:person_40,ex:issuer_131
ex:coin_34387,ex:person_40,ex:issuer_131
ex:coin_34388,ex:person_41,ex:issuer_154
ex:coin_34390,ex:person_41,ex:issuer_131
ex:coin_34391,ex:person_41,ex:issuer_154
ex:coin_34392,ex:person_41,ex:issuer_131
ex:coin_34393,ex:person_41,ex:issuer_154
ex:coin_34395,ex:person_41,ex:issuer_154
ex:coin_34412,ex:person_40,ex:issuer_131
ex:coin_34437,ex:person_40,ex:issuer_154
ex:coin_34696,ex:person_41,ex:issuer_131
ex:coin_34732,ex:person_40,ex:issuer_131
ex:coin_34733,ex:person_41,ex:issuer_154
ex:coin_34795,ex:person_40,ex:issuer_154
ex:coin_34850,ex:person_40,ex:issuer_154
ex:coin_34860,ex:person_40,ex:issuer_131
ex:coin_34862,ex:person_41,ex:issuer_131
ex:coin_34889,ex:person_41,ex:issuer_154
ex:coin_34907,ex:person_41,ex:issuer_131
ex:coin_34914,ex:person_41,ex:issuer_154
ex:coin_34920,ex:person_41,ex:issuer_154
ex:coin_34922,ex:person_40,ex:issuer_131
ex:coin_34939,ex:person_40,ex:issuer_154
ex:coin_34942,ex:person_41,ex:issuer_131
ex:coin_34955,ex:person_40,ex:issuer_154
ex:coin_34964,ex:person_41,ex:issuer_154
ex:coin_34965,ex:person_40,ex:issuer_131
ex:coin_34967,ex:person_41,ex:issuer_154
ex:coin_34971,ex:person_40,ex:issuer_154
ex:coin_34973,ex:person_40,ex:issuer_131
ex:coin_35047,ex:person_40,ex:issuer_154
ex:coin_35075,ex:person_41,ex:issuer_154
ex:coin_35163,ex:person_41,ex:issuer_154
ex:coin_35170,ex:person_41,ex:issuer_131
ex:coin_35180,ex:person_41,ex:issuer_154
ex:coin_36353,ex:person_40,ex:issuer_131
ex:coin_36354,ex:person_40,ex:issuer_154
ex:coin_36359,ex:person_41,ex:issuer_131
ex:coin_36360,ex:person_40,ex:issuer_154
ex:coin_36377,ex:person_41,ex:issuer_154
ex:coin_36385,ex:person_40,ex:issuer_131
ex:coin_36816,ex:person_41,ex:issuer_154
ex:coin_36841,ex:person_41,ex:issuer_131
ex:coin_36844,ex:person_41,ex:issuer_154
ex:coin_36850,ex:person_41,ex:issuer_131
ex:coin_36853,ex:person_41,ex:issuer_154
ex:coin_36867,ex:person_41,ex:issuer_154
ex:coin_36876,ex:person_41,ex:issuer_154
ex:coin_36883,ex:person_41,ex:issuer_131
ex:coin_36915,ex:person_41,ex:issuer_154
ex:coin_36916,ex:person_40,ex:issuer_131
ex:coin_36919,ex:person_41,ex:issuer_131
ex:coin_36920,ex:person_41,ex:issuer_154
ex:coin_36927,ex:person_40,ex:issuer_154
ex:coin_36934,ex:person_40,ex:issuer_154
ex:coin_36962,ex:person_41,ex:issuer_154
ex:coin_36965,ex:person_41,ex:issuer_131
ex:coin_37356,ex:person_40,ex:issuer_154
ex:coin_37365,ex:person_40,ex:issuer_154
ex:coin_37385,ex:person_40,ex:issuer_154
ex:coin_39169,ex:person_41,ex:issuer_131
ex:coin_40083,ex:person_41,ex:issuer_131
ex:coin_40112,ex:person_41,ex:issuer_154
ex:coin_40122,ex:person_41,ex:issuer_131
ex:coin_40128,ex:person_40,ex:issuer_154
ex:coin_41430,ex:person_40,ex:issuer_131
ex:coin_41916,ex:person_40,ex:issuer_131
ex:coin_1056,ex:person_70,ex:issuer_151
ex:coin_14572,ex:person_34,ex:issuer_152
ex:coin_10055,ex:person_143,ex:issuer_289
