s,p,o,weight,model,
ex:coin_6226,nmo:hasPortrait,ex:person_16,1.0,,NULL
ex:coin_9488,nmo:hasIssuer,ex:issuer_83,1.0,,NULL
ex:coin_9488,nmo:hasPortrait,ex:person_15,1.0,,NULL
ex:coin_9488,nmo:hasPortrait,ex:person_16,1.0,,NULL
ex:coin_9806,nmo:hasIssuer,ex:issuer_83,1.0,,NULL
ex:coin_9806,nmo:hasPortrait,ex:person_15,1.0,,NULL
ex:coin_9806,nmo:hasPortrait,ex:person_16,1.0,,NULL
ex:coin_11498,nmo:hasIssuer,ex:issuer_83,1.0,,NULL
ex:coin_11498,nmo:hasPortrait,ex:person_15,1.0,,NULL
ex:coin_11498,nmo:hasPortrait,ex:person_16,1.0,,NULL
ex:coin_11937,nmo:hasIssuer,ex:issuer_83,1.0,,NULL
ex:coin_11937,nmo:hasPortrait,ex:person_15,1.0,,NULL
ex:coin_11937,nmo:hasPortrait,ex:person_16,1.0,,NULL
ex:coin_12374,nmo:hasIssuer,ex:issuer_83,1.0,,NULL
ex:coin_12374,nmo:hasPortrait,ex:person_15,1.0,,NULL
ex:coin_12374,nmo:hasPortrait,ex:person_16,1.0,,NULL
ex:coin_12578,nmo:hasIssuer,ex:issuer_83,1.0,,NULL
ex:coin_12578,nmo:hasPortrait,ex:person_15,1.0,,NULL
ex:coin_12578,nmo:hasPortrait,ex:person_16,1.0,,NULL
ex:coin_14989,nmo:hasIssuer,ex:issuer_83,1.0,,NULL
ex:coin_14989,nmo:hasPortrait,ex:person_15,1.0,,NULL
ex:coin_14989,nmo:hasPortrait,ex:person_16,1.0,,NULL
ex:coin_17279,nmo:hasIssuer,ex:issuer_83,1.0,,NULL
ex:coin_17279,nmo:hasPortrait,ex:person_15,1.0,,NULL
ex:coin_17279,nmo:hasPortrait,ex:person_16,1.0,,NULL
ex:coin_17818,nmo:hasIssuer,ex:issuer_83,1.0,,NULL
ex:coin_17818,nmo:hasPortrait,ex:person_15,1.0,,NULL
ex:coin_17818,nmo:hasPortrait,ex:person_16,1.0,,NULL
ex:coin_4646,nmo:hasIssuer,ex:issuer_88,1.0,,NULL
ex:coin_4646,nmo:hasPortrait,ex:person_17,1.0,,NULL
ex:coin_4646,nmo:hasPortrait,ex:person_126,1.0,,NULL
ex:person_126,ex:hasPossibleIssuers,ex:issuer_88,1.0,,NULL
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_14,1.0,,NULL
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_16,1.0,,NULL
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_17,1.0,,NULL
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_19,1.0,,NULL
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_118,1.0,,NULL
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_126,1.0,,NULL
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_135,1.0,,NULL
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_140,1.0,,NULL
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_141,1.0,,NULL
ex:person_19,ex:hasPossibleIssuers,ex:issuer_88,1.0,,NULL
ex:person_118,ex:hasPossibleIssuers,ex:issuer_88,1.0,,NULL
ex:person_140,ex:hasPossibleIssuers,ex:issuer_88,1.0,,NULL
ex:person_140,ex:hasPossibleIssuers,ex:issuer_93,1.0,,NULL
ex:person_141,ex:hasPossibleIssuers,ex:issuer_88,1.0,,NULL
ex:person_141,ex:hasPossibleIssuers,ex:issuer_94,1.0,,NULL
ex:person_141,ex:hasPossibleIssuers,ex:issuer_288,1.0,,NULL
ex:coin_4902,nmo:hasIssuer,ex:issuer_88,1.0,,NULL
ex:coin_4902,nmo:hasPortrait,ex:person_17,1.0,,NULL
ex:coin_4902,nmo:hasPortrait,ex:person_126,1.0,,NULL
ex:coin_6688,nmo:hasIssuer,ex:issuer_88,1.0,,NULL
ex:coin_6688,nmo:hasPortrait,ex:person_17,1.0,,NULL
ex:coin_6688,nmo:hasPortrait,ex:person_126,1.0,,NULL
ex:coin_10546,nmo:hasIssuer,ex:issuer_88,1.0,,NULL
ex:coin_10546,nmo:hasPortrait,ex:person_17,1.0,,NULL
ex:coin_10546,nmo:hasPortrait,ex:person_126,1.0,,NULL
ex:coin_12343,nmo:hasIssuer,ex:issuer_88,1.0,,NULL
ex:coin_12343,nmo:hasPortrait,ex:person_17,1.0,,NULL
ex:coin_12343,nmo:hasPortrait,ex:person_126,1.0,,NULL
ex:coin_12377,nmo:hasIssuer,ex:issuer_88,1.0,,NULL
ex:coin_12377,nmo:hasPortrait,ex:person_17,1.0,,NULL
ex:coin_12377,nmo:hasPortrait,ex:person_126,1.0,,NULL
ex:coin_15886,nmo:hasIssuer,ex:issuer_88,1.0,,NULL
ex:coin_15886,nmo:hasPortrait,ex:person_118,1.0,,NULL
ex:coin_15886,nmo:hasPortrait,ex:person_26,1.0,,NULL
ex:person_26,ex:hasPossibleIssuers,ex:issuer_106,1.0,,NULL
ex:person_26,ex:hasPossibleIssuers,ex:issuer_107,1.0,,NULL
ex:person_26,ex:hasPossibleIssuers,ex:issuer_269,1.0,,NULL
ex:person_26,ex:hasPossibleIssuers,ex:issuer_288,1.0,,NULL
ex:coin_18678,nmo:hasIssuer,ex:issuer_88,1.0,,NULL
ex:coin_18678,nmo:hasPortrait,ex:person_19,1.0,,NULL
ex:coin_18678,nmo:hasPortrait,ex:person_17,1.0,,NULL
ex:coin_33226,nmo:hasIssuer,ex:issuer_88,1.0,,NULL
ex:coin_33226,nmo:hasPortrait,ex:person_17,1.0,,NULL
ex:coin_33226,nmo:hasPortrait,ex:person_19,1.0,,NULL
ex:coin_33233,nmo:hasIssuer,ex:issuer_88,1.0,,NULL
ex:coin_33233,nmo:hasPortrait,ex:person_17,1.0,,NULL
ex:coin_33233,nmo:hasPortrait,ex:person_19,1.0,,NULL
ex:coin_33655,nmo:hasIssuer,ex:issuer_88,1.0,,NULL
ex:coin_33655,nmo:hasPortrait,ex:person_17,1.0,,NULL
ex:coin_33655,nmo:hasPortrait,ex:person_19,1.0,,NULL
ex:coin_33686,nmo:hasIssuer,ex:issuer_88,1.0,,NULL
ex:coin_33686,nmo:hasPortrait,ex:person_17,1.0,,NULL
ex:coin_33686,nmo:hasPortrait,ex:person_19,1.0,,NULL
ex:coin_36053,nmo:hasIssuer,ex:issuer_88,1.0,,NULL
ex:coin_36053,nmo:hasPortrait,ex:person_17,1.0,,NULL
ex:coin_36053,nmo:hasPortrait,ex:person_19,1.0,,NULL
ex:coin_41306,nmo:hasIssuer,ex:issuer_88,1.0,,NULL
ex:coin_41306,nmo:hasPortrait,ex:person_17,1.0,,NULL
ex:coin_41306,nmo:hasPortrait,ex:person_19,1.0,,NULL
ex:coin_28977,nmo:hasIssuer,ex:issuer_111,1.0,,NULL
ex:coin_28977,nmo:hasPortrait,ex:person_44,1.0,,NULL
ex:coin_28977,nmo:hasPortrait,ex:person_193,1.0,,NULL
ex:person_44,ex:hasPossibleIssuers,ex:issuer_111,1.0,,NULL
ex:person_193,ex:hasPossibleIssuers,ex:issuer_111,1.0,,NULL
ex:issuer_111,ex:inPossibleIssuersOf,ex:person_44,1.0,,NULL
ex:issuer_111,ex:inPossibleIssuersOf,ex:person_45,1.0,,NULL
ex:issuer_111,ex:inPossibleIssuersOf,ex:person_131,1.0,,NULL
ex:issuer_111,ex:inPossibleIssuersOf,ex:person_192,1.0,,NULL
ex:issuer_111,ex:inPossibleIssuersOf,ex:person_193,1.0,,NULL
ex:person_45,ex:hasPossibleIssuers,ex:issuer_111,1.0,,NULL
ex:person_131,ex:hasPossibleIssuers,ex:issuer_110,1.0,,NULL
ex:person_131,ex:hasPossibleIssuers,ex:issuer_111,1.0,,NULL
ex:person_192,ex:hasPossibleIssuers,ex:issuer_111,1.0,,NULL
ex:coin_7787,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_7787,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:coin_7787,nmo:hasPortrait,ex:person_33,1.0,,NULL
ex:person_34,ex:hasPossibleIssuers,ex:issuer_151,1.0,,NULL
ex:person_34,ex:hasPossibleIssuers,ex:issuer_161,1.0,,NULL
ex:person_33,ex:hasPossibleIssuers,ex:issuer_150,1.0,,NULL
ex:issuer_131,ex:inPossibleIssuersOf,ex:person_31,1.0,,NULL
ex:issuer_131,ex:inPossibleIssuersOf,ex:person_42,1.0,,NULL
ex:person_31,ex:hasPossibleIssuers,ex:issuer_131,1.0,,NULL
ex:person_31,ex:hasPossibleIssuers,ex:issuer_281,1.0,,NULL
ex:person_42,ex:hasPossibleIssuers,ex:issuer_131,1.0,,NULL
ex:coin_13964,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_13964,nmo:hasPortrait,ex:person_36,1.0,,NULL
ex:coin_13964,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:person_36,ex:hasPossibleIssuers,ex:issuer_152,1.0,,NULL
ex:coin_15501,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_15501,nmo:hasPortrait,ex:person_33,1.0,,NULL
ex:coin_15501,nmo:hasPortrait,ex:person_36,1.0,,NULL
ex:coin_17649,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_17649,nmo:hasPortrait,ex:person_36,1.0,,NULL
ex:coin_17649,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:coin_29066,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_29066,nmo:hasPortrait,ex:person_33,1.0,,NULL
ex:coin_29066,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:coin_29237,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_29237,nmo:hasPortrait,ex:person_33,1.0,,NULL
ex:coin_29237,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:coin_30641,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_30641,nmo:hasPortrait,ex:person_33,1.0,,NULL
ex:coin_30641,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:coin_31991,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_31991,nmo:hasPortrait,ex:person_33,1.0,,NULL
ex:coin_31991,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:coin_32228,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_32228,nmo:hasPortrait,ex:person_36,1.0,,NULL
ex:coin_32228,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:coin_32657,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_32657,nmo:hasPortrait,ex:person_36,1.0,,NULL
ex:coin_32657,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:coin_32792,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_32792,nmo:hasPortrait,ex:person_36,1.0,,NULL
ex:coin_32792,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:coin_33731,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_33731,nmo:hasPortrait,ex:person_33,1.0,,NULL
ex:coin_33731,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:coin_33734,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_33734,nmo:hasPortrait,ex:person_33,1.0,,NULL
ex:coin_33734,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:coin_33742,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_33742,nmo:hasPortrait,ex:person_33,1.0,,NULL
ex:coin_33742,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:coin_34009,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_34009,nmo:hasPortrait,ex:person_36,1.0,,NULL
ex:coin_34009,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:coin_37298,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_37298,nmo:hasPortrait,ex:person_33,1.0,,NULL
ex:coin_37298,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:coin_37330,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_37330,nmo:hasPortrait,ex:person_33,1.0,,NULL
ex:coin_37330,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:coin_37579,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_37579,nmo:hasPortrait,ex:person_36,1.0,,NULL
ex:coin_37579,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:coin_37824,nmo:hasIssuer,ex:issuer_131,1.0,,NULL
ex:coin_37824,nmo:hasPortrait,ex:person_33,1.0,,NULL
ex:coin_37824,nmo:hasPortrait,ex:person_34,1.0,,NULL
ex:coin_14439,nmo:hasIssuer,ex:issuer_150,1.0,,NULL
ex:coin_14439,nmo:hasPortrait,ex:person_120,1.0,,NULL
ex:coin_14439,nmo:hasPortrait,ex:person_70,1.0,,NULL
ex:person_120,ex:hasPossibleIssuers,ex:issuer_151,1.0,,NULL
ex:person_70,ex:hasPossibleIssuers,ex:issuer_59,1.0,,NULL
ex:issuer_150,ex:inPossibleIssuersOf,ex:person_33,1.0,,NULL
ex:coin_42313,nmo:hasIssuer,ex:issuer_151,1.0,,NULL
ex:coin_42313,nmo:hasPortrait,ex:person_120,1.0,,NULL
ex:coin_42313,nmo:hasPortrait,ex:person_70,1.0,,NULL
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_34,1.0,,NULL
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_39,1.0,,NULL
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_40,1.0,,NULL
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_41,1.0,,NULL
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_43,1.0,,NULL
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_120,1.0,,NULL
ex:person_39,ex:hasPossibleIssuers,ex:issuer_151,1.0,,NULL
ex:person_39,ex:hasPossibleIssuers,ex:issuer_152,1.0,,NULL
ex:person_40,ex:hasPossibleIssuers,ex:issuer_151,1.0,,NULL
ex:person_40,ex:hasPossibleIssuers,ex:issuer_152,1.0,,NULL
ex:person_41,ex:hasPossibleIssuers,ex:issuer_151,1.0,,NULL
ex:person_41,ex:hasPossibleIssuers,ex:issuer_152,1.0,,NULL
ex:person_43,ex:hasPossibleIssuers,ex:issuer_151,1.0,,NULL
ex:person_43,ex:hasPossibleIssuers,ex:issuer_152,1.0,,NULL
ex:coin_42314,nmo:hasIssuer,ex:issuer_151,1.0,,NULL
ex:coin_42314,nmo:hasPortrait,ex:person_120,1.0,,NULL
ex:coin_42314,nmo:hasPortrait,ex:person_70,1.0,,NULL
ex:coin_42316,nmo:hasIssuer,ex:issuer_151,1.0,,NULL
ex:coin_42316,nmo:hasPortrait,ex:person_120,1.0,,NULL
ex:coin_42316,nmo:hasPortrait,ex:person_70,1.0,,NULL
ex:coin_42317,nmo:hasIssuer,ex:issuer_151,1.0,,NULL
ex:coin_42317,nmo:hasPortrait,ex:person_120,1.0,,NULL
ex:coin_42317,nmo:hasPortrait,ex:person_70,1.0,,NULL
ex:coin_42326,nmo:hasIssuer,ex:issuer_151,1.0,,NULL
ex:coin_42326,nmo:hasPortrait,ex:person_120,1.0,,NULL
ex:coin_42326,nmo:hasPortrait,ex:person_70,1.0,,NULL
ex:coin_42331,nmo:hasIssuer,ex:issuer_151,1.0,,NULL
ex:coin_42331,nmo:hasPortrait,ex:person_120,1.0,,NULL
ex:coin_42331,nmo:hasPortrait,ex:person_70,1.0,,NULL
ex:coin_42334,nmo:hasIssuer,ex:issuer_151,1.0,,NULL
ex:coin_42334,nmo:hasPortrait,ex:person_120,1.0,,NULL
ex:coin_42334,nmo:hasPortrait,ex:person_70,1.0,,NULL
ex:coin_42335,nmo:hasIssuer,ex:issuer_151,1.0,,NULL
ex:coin_42335,nmo:hasPortrait,ex:person_120,1.0,,NULL
ex:coin_42335,nmo:hasPortrait,ex:person_70,1.0,,NULL
ex:coin_42336,nmo:hasIssuer,ex:issuer_151,1.0,,NULL
ex:coin_42336,nmo:hasPortrait,ex:person_120,1.0,,NULL
ex:coin_42336,nmo:hasPortrait,ex:person_70,1.0,,NULL
