s,p,o
ex:person_17,ex:hasPossibleIssuers,ex:issuer_88
ex:person_17,ex:hasPossibleIssuers,ex:issuer_269
ex:issuer_83,ex:inPossibleIssuersOf,ex:person_11
ex:issuer_83,ex:inPossibleIssuersOf,ex:person_12
ex:issuer_83,ex:inPossibleIssuersOf,ex:person_14
ex:issuer_83,ex:inPossibleIssuersOf,ex:person_15
ex:issuer_83,ex:inPossibleIssuersOf,ex:person_16
ex:issuer_83,ex:inPossibleIssuersOf,ex:person_17
ex:issuer_83,ex:inPossibleIssuersOf,ex:person_135
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_14
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_16
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_17
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_19
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_118
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_126
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_135
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_140
ex:issuer_88,ex:inPossibleIssuersOf,ex:person_141
ex:coin_7557,nmo:hasIssuer,ex:issuer_97
ex:coin_7557,nmo:hasIssuer,ex:issuer_100
ex:coin_7557,nmo:hasIssuer,ex:uncertain
ex:coin_7557,nmo:hasPortrait,ex:person_188
ex:person_188,ex:hasPossibleIssuers,ex:issuer_100
ex:issuer_97,ex:inPossibleIssuersOf,ex:person_148
ex:issuer_100,ex:inPossibleIssuersOf,ex:person_22
ex:issuer_100,ex:inPossibleIssuersOf,ex:person_23
ex:issuer_100,ex:inPossibleIssuersOf,ex:person_127
ex:issuer_100,ex:inPossibleIssuersOf,ex:person_136
ex:issuer_100,ex:inPossibleIssuersOf,ex:person_148
ex:issuer_100,ex:inPossibleIssuersOf,ex:person_162
ex:issuer_100,ex:inPossibleIssuersOf,ex:person_188
ex:coin_14540,nmo:hasIssuer,ex:issuer_150
ex:coin_14540,nmo:hasIssuer,ex:issuer_151
ex:coin_14540,nmo:hasIssuer,ex:uncertain
ex:coin_14540,nmo:hasPortrait,ex:person_33
ex:person_33,ex:hasPossibleIssuers,ex:issuer_150
ex:issuer_150,ex:inPossibleIssuersOf,ex:person_33
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_34
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_39
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_40
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_41
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_43
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_120
ex:coin_14541,nmo:hasIssuer,ex:issuer_150
ex:coin_14541,nmo:hasIssuer,ex:issuer_151
ex:coin_14541,nmo:hasIssuer,ex:uncertain
ex:coin_14541,nmo:hasPortrait,ex:person_33
ex:person_33,ex:hasPossibleIssuers,ex:issuer_150
ex:issuer_150,ex:inPossibleIssuersOf,ex:person_33
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_34
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_39
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_40
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_41
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_43
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_120
ex:coin_14542,nmo:hasIssuer,ex:issuer_150
ex:coin_14542,nmo:hasIssuer,ex:issuer_151
ex:coin_14542,nmo:hasIssuer,ex:uncertain
ex:coin_14542,nmo:hasPortrait,ex:person_33
ex:person_33,ex:hasPossibleIssuers,ex:issuer_150
ex:issuer_150,ex:inPossibleIssuersOf,ex:person_33
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_34
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_39
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_40
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_41
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_43
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_120
ex:coin_14544,nmo:hasIssuer,ex:issuer_150
ex:coin_14544,nmo:hasIssuer,ex:issuer_152
ex:coin_14544,nmo:hasIssuer,ex:uncertain
ex:coin_14544,nmo:hasPortrait,ex:person_36
ex:person_36,ex:hasPossibleIssuers,ex:issuer_152
ex:issuer_150,ex:inPossibleIssuersOf,ex:person_33
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_36
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_39
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_40
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_41
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_43
ex:coin_14547,nmo:hasIssuer,ex:issuer_150
ex:coin_14547,nmo:hasIssuer,ex:issuer_152
ex:coin_14547,nmo:hasIssuer,ex:uncertain
ex:coin_14547,nmo:hasPortrait,ex:person_36
ex:person_36,ex:hasPossibleIssuers,ex:issuer_152
ex:issuer_150,ex:inPossibleIssuersOf,ex:person_33
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_36
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_39
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_40
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_41
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_43
ex:coin_14562,nmo:hasIssuer,ex:issuer_150
ex:coin_14562,nmo:hasIssuer,ex:issuer_151
ex:coin_14562,nmo:hasIssuer,ex:uncertain
ex:coin_14562,nmo:hasPortrait,ex:person_34
ex:person_34,ex:hasPossibleIssuers,ex:issuer_151
ex:person_34,ex:hasPossibleIssuers,ex:issuer_161
ex:issuer_150,ex:inPossibleIssuersOf,ex:person_33
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_34
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_39
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_40
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_41
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_43
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_120
ex:coin_14563,nmo:hasIssuer,ex:issuer_150
ex:coin_14563,nmo:hasIssuer,ex:issuer_151
ex:coin_14563,nmo:hasIssuer,ex:uncertain
ex:coin_14563,nmo:hasPortrait,ex:person_34
ex:person_34,ex:hasPossibleIssuers,ex:issuer_151
ex:person_34,ex:hasPossibleIssuers,ex:issuer_161
ex:issuer_150,ex:inPossibleIssuersOf,ex:person_33
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_34
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_39
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_40
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_41
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_43
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_120
ex:coin_14565,nmo:hasIssuer,ex:issuer_150
ex:coin_14565,nmo:hasIssuer,ex:issuer_151
ex:coin_14565,nmo:hasIssuer,ex:uncertain
ex:coin_14565,nmo:hasPortrait,ex:person_34
ex:person_34,ex:hasPossibleIssuers,ex:issuer_151
ex:person_34,ex:hasPossibleIssuers,ex:issuer_161
ex:issuer_150,ex:inPossibleIssuersOf,ex:person_33
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_34
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_39
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_40
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_41
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_43
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_120
ex:coin_14548,nmo:hasIssuer,ex:issuer_151
ex:coin_14548,nmo:hasIssuer,ex:issuer_152
ex:coin_14548,nmo:hasIssuer,ex:uncertain
ex:coin_14548,nmo:hasPortrait,ex:person_36
ex:person_36,ex:hasPossibleIssuers,ex:issuer_152
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_34
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_39
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_40
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_41
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_43
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_120
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_36
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_39
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_40
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_41
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_43
ex:coin_14549,nmo:hasIssuer,ex:issuer_151
ex:coin_14549,nmo:hasIssuer,ex:issuer_152
ex:coin_14549,nmo:hasIssuer,ex:uncertain
ex:coin_14549,nmo:hasPortrait,ex:person_36
ex:person_36,ex:hasPossibleIssuers,ex:issuer_152
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_34
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_39
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_40
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_41
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_43
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_120
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_36
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_39
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_40
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_41
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_43
ex:coin_14556,nmo:hasIssuer,ex:issuer_151
ex:coin_14556,nmo:hasIssuer,ex:issuer_152
ex:coin_14556,nmo:hasIssuer,ex:uncertain
ex:coin_14556,nmo:hasPortrait,ex:person_36
ex:person_36,ex:hasPossibleIssuers,ex:issuer_152
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_34
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_39
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_40
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_41
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_43
ex:issuer_151,ex:inPossibleIssuersOf,ex:person_120
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_36
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_39
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_40
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_41
ex:issuer_152,ex:inPossibleIssuersOf,ex:person_43
